"term","estimate","Trait_metric","k"
"Velocity_OM",0.0259620082378763,"FvFm_Ratio",91
"AR",-0.0210717674864516,"FvFm_Ratio",91
"DHW_freq_sup4",0.0119064674785417,"FvFm_Ratio",91
"ROTC_ss",0.00939131656361156,"FvFm_Ratio",91
"TSA_DHW_stdev",-0.00915736415002795,"FvFm_Ratio",91
"DHW_collection",-0.00859718301334053,"FvFm_Ratio",91
"Turbidity",0.00616140583794666,"FvFm_Ratio",91
"DHW_freq_sup4_1year",-0.00572625259766744,"FvFm_Ratio",91
"Depth",0.00260345701719515,"FvFm_Ratio",91
"Health.score",0.00102396931512644,"FvFm_Ratio",91
"(Intercept)",0.47254396468478,"FvFm_Ratio",92
"Velocity_OM",0.0328159326115611,"FvFm_Ratio",92
"MMM",-0.030499911342757,"FvFm_Ratio",92
"CF30a",-0.0301517273660596,"FvFm_Ratio",92
"AR",-0.0243762558224494,"FvFm_Ratio",92
"DHW_freq_sup4",0.016093840316099,"FvFm_Ratio",92
"ROTC_ss",0.0133021749475107,"FvFm_Ratio",92
"TSA_DHW_stdev",-0.0120003396133386,"FvFm_Ratio",92
"DHW_freq_sup4_1year",-0.00842966383959718,"FvFm_Ratio",92
"Turbidity",0.00782730580004266,"FvFm_Ratio",92
"DHW_collection",-0.00580337573061298,"FvFm_Ratio",92
"Health.score",-0.00162431577713867,"FvFm_Ratio",92
"Depth",0.00124158156230101,"FvFm_Ratio",92
"(Intercept)",0.473224892455151,"FvFm_Ratio",93
"Velocity_OM",0.0276579541882825,"FvFm_Ratio",93
"MMM",-0.0274121887997444,"FvFm_Ratio",93
"CF30a",-0.0260732871583624,"FvFm_Ratio",93
"AR",-0.0228481906636852,"FvFm_Ratio",93
"DHW_freq_sup4",0.0143795313101682,"FvFm_Ratio",93
"Turbidity",0.0112580124600277,"FvFm_Ratio",93
"ROTC_ss",0.0106390974477206,"FvFm_Ratio",93
"DHW_collection",-0.0087584286208707,"FvFm_Ratio",93
"TSA_DHW_stdev",-0.00865497417628746,"FvFm_Ratio",93
"DHW_freq_sup4_1year",-0.00805753906562216,"FvFm_Ratio",93
"Depth",0.00352164925610374,"FvFm_Ratio",93
"Health.score",0.000561066355532462,"FvFm_Ratio",93
"(Intercept)",0.468616865504555,"FvFm_Ratio",94
"Velocity_OM",0.0406360049898335,"FvFm_Ratio",94
"MMM",-0.0330328602981601,"FvFm_Ratio",94
"AR",-0.0326227106862206,"FvFm_Ratio",94
"CF30a",-0.0325969089126799,"FvFm_Ratio",94
"TSA_DHW_stdev",-0.0250614277992069,"FvFm_Ratio",94
"DHW_freq_sup4",0.0210263841821461,"FvFm_Ratio",94
"ROTC_ss",0.01723502294701,"FvFm_Ratio",94
"Turbidity",0.0105689617626045,"FvFm_Ratio",94
"DHW_freq_sup4_1year",-0.00859826407751886,"FvFm_Ratio",94
"Depth",0.00758984031426809,"FvFm_Ratio",94
"DHW_collection",-0.00357874863650632,"FvFm_Ratio",94
"Health.score",0.00336458181239458,"FvFm_Ratio",94
"(Intercept)",0.470306145360663,"FvFm_Ratio",95
"CF30a",-0.0299992834253314,"FvFm_Ratio",95
"MMM",-0.0295908513309983,"FvFm_Ratio",95
"Velocity_OM",0.0287444791811065,"FvFm_Ratio",95
"AR",-0.0231637422681159,"FvFm_Ratio",95
"TSA_DHW_stdev",-0.0144530343447987,"FvFm_Ratio",95
"DHW_freq_sup4",0.0142912960704019,"FvFm_Ratio",95
"Turbidity",0.0110534554595482,"FvFm_Ratio",95
"ROTC_ss",0.00876234404019393,"FvFm_Ratio",95
"DHW_freq_sup4_1year",-0.00624254079682746,"FvFm_Ratio",95
"DHW_collection",-0.00552948818993258,"FvFm_Ratio",95
"Health.score",0.0049387461741223,"FvFm_Ratio",95
"Depth",0.00247301896874257,"FvFm_Ratio",95
"(Intercept)",0.473449658042043,"FvFm_Ratio",96
"MMM",-0.0272073989303427,"FvFm_Ratio",96
"CF30a",-0.0227228369528005,"FvFm_Ratio",96
"Velocity_OM",0.0222038456217585,"FvFm_Ratio",96
"AR",-0.0203407676379353,"FvFm_Ratio",96
"ROTC_ss",0.0112064729576264,"FvFm_Ratio",96
"DHW_freq_sup4",0.0104318725662112,"FvFm_Ratio",96
"DHW_collection",-0.00977152199049043,"FvFm_Ratio",96
"DHW_freq_sup4_1year",-0.00714257606482663,"FvFm_Ratio",96
"Turbidity",0.00622433465407616,"FvFm_Ratio",96
"TSA_DHW_stdev",-0.0050990754407926,"FvFm_Ratio",96
"Health.score",0.00337588426321428,"FvFm_Ratio",96
"Depth",0.00286178126099169,"FvFm_Ratio",96
"(Intercept)",0.476252877750189,"FvFm_Ratio",97
"Velocity_OM",0.0464663237751612,"FvFm_Ratio",97
"CF30a",-0.0375249265119621,"FvFm_Ratio",97
"MMM",-0.0328585059935672,"FvFm_Ratio",97
"AR",-0.0282022489810429,"FvFm_Ratio",97
"TSA_DHW_stdev",-0.0247219870600486,"FvFm_Ratio",97
"Turbidity",0.0223231582067103,"FvFm_Ratio",97
"DHW_freq_sup4",0.0186598285842009,"FvFm_Ratio",97
"DHW_freq_sup4_1year",-0.0147146113900642,"FvFm_Ratio",97
"ROTC_ss",0.0128137343392839,"FvFm_Ratio",97
"Depth",0.00644868947208451,"FvFm_Ratio",97
"Health.score",0.000894974490420892,"FvFm_Ratio",97
"DHW_collection",0.000207949408264296,"FvFm_Ratio",97
"(Intercept)",0.472072781733455,"FvFm_Ratio",98
"MMM",-0.0299875536115897,"FvFm_Ratio",98
"Velocity_OM",0.0293364006981127,"FvFm_Ratio",98
"CF30a",-0.0250124176093538,"FvFm_Ratio",98
"AR",-0.0215962034593054,"FvFm_Ratio",98
"ROTC_ss",0.0139436469276573,"FvFm_Ratio",98
"DHW_freq_sup4",0.011357998577296,"FvFm_Ratio",98
"DHW_collection",-0.0112990703966586,"FvFm_Ratio",98
"TSA_DHW_stdev",-0.00740918792810048,"FvFm_Ratio",98
"Turbidity",0.00407632991816887,"FvFm_Ratio",98
"DHW_freq_sup4_1year",-0.00382842760207976,"FvFm_Ratio",98
"Depth",0.00118660903694941,"FvFm_Ratio",98
"Health.score",-0.00110422709319064,"FvFm_Ratio",98
"(Intercept)",0.469473311514589,"FvFm_Ratio",99
"Velocity_OM",0.0386149039950445,"FvFm_Ratio",99
"CF30a",-0.0343116060063445,"FvFm_Ratio",99
"MMM",-0.0321302472172079,"FvFm_Ratio",99
"AR",-0.0280157628777005,"FvFm_Ratio",99
"TSA_DHW_stdev",-0.0194030036118107,"FvFm_Ratio",99
"DHW_freq_sup4",0.0185482576630262,"FvFm_Ratio",99
"ROTC_ss",0.0171637724761017,"FvFm_Ratio",99
"Turbidity",0.0117031507174274,"FvFm_Ratio",99
"DHW_freq_sup4_1year",-0.0055620943324304,"FvFm_Ratio",99
"DHW_collection",-0.00496912019014001,"FvFm_Ratio",99
"Depth",0.00442127206815432,"FvFm_Ratio",99
"Health.score",0.00259270198506385,"FvFm_Ratio",99
"(Intercept)",0.472241604499459,"FvFm_Ratio",100
"Velocity_OM",0.043932473017107,"FvFm_Ratio",100
"CF30a",-0.0379808661387379,"FvFm_Ratio",100
"MMM",-0.0341091986366999,"FvFm_Ratio",100
"AR",-0.0251203178376912,"FvFm_Ratio",100
"Turbidity",0.0211060845490497,"FvFm_Ratio",100
"TSA_DHW_stdev",-0.0185522263763106,"FvFm_Ratio",100
"DHW_freq_sup4",0.0174368096245128,"FvFm_Ratio",100
"ROTC_ss",0.0141802273788391,"FvFm_Ratio",100
"DHW_freq_sup4_1year",-0.0134515208833443,"FvFm_Ratio",100
"Depth",0.00377527287497237,"FvFm_Ratio",100
"DHW_collection",-0.00358322034317212,"FvFm_Ratio",100
"Health.score",0.00327137807391887,"FvFm_Ratio",100
"(Intercept)",36.2311331635823,"NDVI_ED50",1
"DHW_freq_sup4_1year",-0.0630375654915054,"NDVI_ED50",1
"DHW_collection",-0.0447228827721206,"NDVI_ED50",1
"MMM",-0.0369183849391674,"NDVI_ED50",1
"DHW_freq_sup4",-0.0263783178931601,"NDVI_ED50",1
"Health.score",0.025776471159268,"NDVI_ED50",1
"Depth",-0.025450595980292,"NDVI_ED50",1
"TSA_DHW_stdev",-0.0189201322778621,"NDVI_ED50",1
"Velocity_OM",-0.0153265404279116,"NDVI_ED50",1
"AR",-0.0137518821405478,"NDVI_ED50",1
"CF30a",-0.0104041666876915,"NDVI_ED50",1
"ROTC_ss",-0.00596668341751533,"NDVI_ED50",1
"Turbidity",-0.0021854198982663,"NDVI_ED50",1
"(Intercept)",36.2509745013111,"NDVI_ED50",2
"DHW_freq_sup4_1year",-0.106330316024681,"NDVI_ED50",2
"DHW_collection",-0.0732679465304229,"NDVI_ED50",2
"MMM",-0.0585310200852451,"NDVI_ED50",2
"Health.score",0.0494890068848977,"NDVI_ED50",2
"Depth",-0.0368563590767498,"NDVI_ED50",2
"CF30a",-0.0231046316670899,"NDVI_ED50",2
"Velocity_OM",-0.0191941722374518,"NDVI_ED50",2
"DHW_freq_sup4",-0.0189280976480366,"NDVI_ED50",2
"TSA_DHW_stdev",-0.0176839041772298,"NDVI_ED50",2
"AR",-0.0120800073482149,"NDVI_ED50",2
"ROTC_ss",0.00673765000172589,"NDVI_ED50",2
"Turbidity",-0.00305368589895496,"NDVI_ED50",2
"(Intercept)",36.2561972279781,"NDVI_ED50",3
"DHW_freq_sup4_1year",-0.0710431081773611,"NDVI_ED50",3
"DHW_collection",-0.0453500229664755,"NDVI_ED50",3
"MMM",-0.0334154852483815,"NDVI_ED50",3
"Health.score",0.0296673906412125,"NDVI_ED50",3
"Depth",-0.0277268688429497,"NDVI_ED50",3
"DHW_freq_sup4",-0.0251539052928194,"NDVI_ED50",3
"TSA_DHW_stdev",-0.017434391669295,"NDVI_ED50",3
"Velocity_OM",-0.0148209046886097,"NDVI_ED50",3
"AR",-0.0132103495459468,"NDVI_ED50",3
"ROTC_ss",-0.0105449589787579,"NDVI_ED50",3
"CF30a",-0.00668805755893117,"NDVI_ED50",3
"Turbidity",-0.00321439691227679,"NDVI_ED50",3
"(Intercept)",36.2307397288167,"NDVI_ED50",4
"DHW_freq_sup4_1year",-0.0420093607802679,"NDVI_ED50",4
"DHW_collection",-0.0356002774184744,"NDVI_ED50",4
"MMM",-0.0274257024369142,"NDVI_ED50",4
"DHW_freq_sup4",-0.0208501109443296,"NDVI_ED50",4
"Depth",-0.0203124471776938,"NDVI_ED50",4
"TSA_DHW_stdev",-0.0183414927728831,"NDVI_ED50",4
"Health.score",0.0157512875075633,"NDVI_ED50",4
"AR",-0.0110302187943705,"NDVI_ED50",4
"Velocity_OM",-0.00955071786261909,"NDVI_ED50",4
"ROTC_ss",-0.00389163782888656,"NDVI_ED50",4
"Turbidity",0.00229796260987961,"NDVI_ED50",4
"CF30a",-0.000358255486526018,"NDVI_ED50",4
"(Intercept)",36.2443302035448,"NDVI_ED50",5
"DHW_freq_sup4_1year",-0.0394316857958002,"NDVI_ED50",5
"DHW_collection",-0.0272130952833919,"NDVI_ED50",5
"MMM",-0.0234024499408436,"NDVI_ED50",5
"DHW_freq_sup4",-0.0221612743291068,"NDVI_ED50",5
"Depth",-0.0166407075776772,"NDVI_ED50",5
"Health.score",0.0163184665372163,"NDVI_ED50",5
"TSA_DHW_stdev",-0.0157097567604216,"NDVI_ED50",5
"Velocity_OM",-0.0120627246039489,"NDVI_ED50",5
"AR",-0.00918098736895803,"NDVI_ED50",5
"ROTC_ss",-0.00875856727381308,"NDVI_ED50",5
"CF30a",-0.00604874895438551,"NDVI_ED50",5
"Turbidity",-0.00179304672128584,"NDVI_ED50",5
"(Intercept)",36.2493984252079,"NDVI_ED50",6
"DHW_freq_sup4_1year",-0.0353212675181195,"NDVI_ED50",6
"DHW_collection",-0.0263654972615633,"NDVI_ED50",6
"MMM",-0.0243103646503147,"NDVI_ED50",6
"Health.score",0.0173332472781129,"NDVI_ED50",6
"DHW_freq_sup4",-0.0172599053583347,"NDVI_ED50",6
"TSA_DHW_stdev",-0.0142388621216639,"NDVI_ED50",6
"Depth",-0.013936575485231,"NDVI_ED50",6
"Velocity_OM",-0.00911063800432113,"NDVI_ED50",6
"AR",-0.00864245076442911,"NDVI_ED50",6
"CF30a",-0.00702340810761697,"NDVI_ED50",6
"Turbidity",-0.00360123652077125,"NDVI_ED50",6
"ROTC_ss",-0.00340168000962706,"NDVI_ED50",6
"(Intercept)",36.2108145540056,"NDVI_ED50",7
"DHW_freq_sup4_1year",-0.0674833126873304,"NDVI_ED50",7
"DHW_collection",-0.0552594630139546,"NDVI_ED50",7
"MMM",-0.0425067628130947,"NDVI_ED50",7
"Health.score",0.0287132353973286,"NDVI_ED50",7
"DHW_freq_sup4",-0.0249051954566869,"NDVI_ED50",7
"Depth",-0.0234180453244481,"NDVI_ED50",7
"TSA_DHW_stdev",-0.0203602731028607,"NDVI_ED50",7
"AR",-0.0162101382974414,"NDVI_ED50",7
"Velocity_OM",-0.00948710682888904,"NDVI_ED50",7
"Turbidity",0.00496586407958232,"NDVI_ED50",7
"CF30a",-0.00413846117646749,"NDVI_ED50",7
"ROTC_ss",0.000780038172723809,"NDVI_ED50",7
"(Intercept)",36.2171269421219,"NDVI_ED50",8
"DHW_freq_sup4_1year",-0.0562626507648429,"NDVI_ED50",8
"DHW_collection",-0.0432611861279096,"NDVI_ED50",8
"MMM",-0.0341124374802667,"NDVI_ED50",8
"Depth",-0.0239176833880546,"NDVI_ED50",8
"Health.score",0.0212162253894299,"NDVI_ED50",8
"DHW_freq_sup4",-0.0206271285134089,"NDVI_ED50",8
"TSA_DHW_stdev",-0.0157975435388266,"NDVI_ED50",8
"AR",-0.0128096893573638,"NDVI_ED50",8
"Velocity_OM",-0.0123969953627231,"NDVI_ED50",8
"ROTC_ss",-0.00784944627265338,"NDVI_ED50",8
"CF30a",-0.00757710784178234,"NDVI_ED50",8
"Turbidity",0.00411716645377336,"NDVI_ED50",8
"(Intercept)",36.2245907188116,"NDVI_ED50",9
"DHW_freq_sup4_1year",-0.0680373612831869,"NDVI_ED50",9
"DHW_collection",-0.03848013432661,"NDVI_ED50",9
"MMM",-0.0330131899106555,"NDVI_ED50",9
"Health.score",0.0283168553586048,"NDVI_ED50",9
"DHW_freq_sup4",-0.027047112182711,"NDVI_ED50",9
"Depth",-0.0268148783514515,"NDVI_ED50",9
"CF30a",-0.0154322820885386,"NDVI_ED50",9
"TSA_DHW_stdev",-0.0120450901789248,"NDVI_ED50",9
"Velocity_OM",-0.0118623354098787,"NDVI_ED50",9
"Turbidity",-0.00907113077341098,"NDVI_ED50",9
"AR",-0.00750158519727952,"NDVI_ED50",9
"ROTC_ss",-0.00568442101544293,"NDVI_ED50",9
"(Intercept)",36.2114214287908,"NDVI_ED50",10
"DHW_freq_sup4_1year",-0.0806778551408992,"NDVI_ED50",10
"DHW_collection",-0.0503604416432324,"NDVI_ED50",10
"Health.score",0.036077292497072,"NDVI_ED50",10
"MMM",-0.0348717498582655,"NDVI_ED50",10
"DHW_freq_sup4",-0.0260708908884643,"NDVI_ED50",10
"Depth",-0.0248858160921401,"NDVI_ED50",10
"TSA_DHW_stdev",-0.0177213244601327,"NDVI_ED50",10
"Velocity_OM",-0.0152361298493451,"NDVI_ED50",10
"ROTC_ss",-0.0128247917468502,"NDVI_ED50",10
"AR",-0.0125456992482949,"NDVI_ED50",10
"CF30a",-0.00645752462110582,"NDVI_ED50",10
"Turbidity",-0.000531542466343282,"NDVI_ED50",10
"(Intercept)",36.2458780732891,"NDVI_ED50",11
"DHW_freq_sup4_1year",-0.0885703139394156,"NDVI_ED50",11
"DHW_collection",-0.0597547286601169,"NDVI_ED50",11
"MMM",-0.0482792442520704,"NDVI_ED50",11
"Health.score",0.0441430966076026,"NDVI_ED50",11
"Depth",-0.0383781564899022,"NDVI_ED50",11
"DHW_freq_sup4",-0.0280085789065177,"NDVI_ED50",11
"CF30a",-0.0192284739646854,"NDVI_ED50",11
"TSA_DHW_stdev",-0.0190680394888188,"NDVI_ED50",11
"Velocity_OM",-0.0150552567125257,"NDVI_ED50",11
"AR",-0.0108776439471422,"NDVI_ED50",11
"ROTC_ss",-0.0030764910428796,"NDVI_ED50",11
"Turbidity",0.00213161414485176,"NDVI_ED50",11
"(Intercept)",36.2315182289001,"NDVI_ED50",12
"DHW_freq_sup4_1year",-0.0749923517116,"NDVI_ED50",12
"DHW_collection",-0.0499311836017151,"NDVI_ED50",12
"Health.score",0.0399892642029246,"NDVI_ED50",12
"MMM",-0.0385689155559662,"NDVI_ED50",12
"Depth",-0.0365146473406486,"NDVI_ED50",12
"DHW_freq_sup4",-0.0262096074442367,"NDVI_ED50",12
"TSA_DHW_stdev",-0.0194710708686963,"NDVI_ED50",12
"Velocity_OM",-0.0125004401941322,"NDVI_ED50",12
"CF30a",-0.0105308457227712,"NDVI_ED50",12
"AR",-0.00604519533745037,"NDVI_ED50",12
"Turbidity",-0.00468209900343295,"NDVI_ED50",12
"ROTC_ss",0.00356749031933281,"NDVI_ED50",12
"(Intercept)",36.2302344402758,"NDVI_ED50",13
"DHW_freq_sup4_1year",-0.0623172865013961,"NDVI_ED50",13
"DHW_collection",-0.0404074141395726,"NDVI_ED50",13
"MMM",-0.0328574891314256,"NDVI_ED50",13
"Health.score",0.0247736086128159,"NDVI_ED50",13
"DHW_freq_sup4",-0.0213212286326338,"NDVI_ED50",13
"Depth",-0.020531884797829,"NDVI_ED50",13
"TSA_DHW_stdev",-0.0146152762968253,"NDVI_ED50",13
"CF30a",-0.0122544472957212,"NDVI_ED50",13
"Velocity_OM",-0.0102143871854258,"NDVI_ED50",13
"AR",-0.00897151018814846,"NDVI_ED50",13
"Turbidity",-0.00258342914447201,"NDVI_ED50",13
"ROTC_ss",-0.00099549354227186,"NDVI_ED50",13
"(Intercept)",36.2162036068136,"NDVI_ED50",14
"DHW_freq_sup4_1year",-0.0561089993295886,"NDVI_ED50",14
"DHW_collection",-0.0447261071719344,"NDVI_ED50",14
"MMM",-0.0378276509831432,"NDVI_ED50",14
"Health.score",0.0286740630441413,"NDVI_ED50",14
"Depth",-0.0266464682997706,"NDVI_ED50",14
"DHW_freq_sup4",-0.0233649645015661,"NDVI_ED50",14
"TSA_DHW_stdev",-0.019350814434708,"NDVI_ED50",14
"AR",-0.0170349671961756,"NDVI_ED50",14
"Velocity_OM",-0.0111922636592291,"NDVI_ED50",14
"ROTC_ss",-0.00992817042125951,"NDVI_ED50",14
"CF30a",-0.00758492696412339,"NDVI_ED50",14
"Turbidity",0.00150940564469937,"NDVI_ED50",14
"(Intercept)",36.2200636236936,"NDVI_ED50",15
"DHW_freq_sup4_1year",-0.0768572257403378,"NDVI_ED50",15
"DHW_collection",-0.0516895716545492,"NDVI_ED50",15
"MMM",-0.0368697330256212,"NDVI_ED50",15
"Depth",-0.0332382027717652,"NDVI_ED50",15
"Health.score",0.0318457664837416,"NDVI_ED50",15
"DHW_freq_sup4",-0.0251285424544839,"NDVI_ED50",15
"Velocity_OM",-0.0195904091760921,"NDVI_ED50",15
"TSA_DHW_stdev",-0.0181351416628203,"NDVI_ED50",15
"ROTC_ss",-0.0128484972411047,"NDVI_ED50",15
"AR",-0.0104686195152872,"NDVI_ED50",15
"Turbidity",0.0085367337937159,"NDVI_ED50",15
"CF30a",-0.00651827288571983,"NDVI_ED50",15
"(Intercept)",36.2109190203955,"NDVI_ED50",16
"DHW_freq_sup4_1year",-0.0678239653702147,"NDVI_ED50",16
"DHW_collection",-0.0412492100887487,"NDVI_ED50",16
"MMM",-0.0337289039505168,"NDVI_ED50",16
"DHW_freq_sup4",-0.0271985508611855,"NDVI_ED50",16
"Health.score",0.0267960892764393,"NDVI_ED50",16
"Depth",-0.0241322810235513,"NDVI_ED50",16
"TSA_DHW_stdev",-0.0187835223134772,"NDVI_ED50",16
"AR",-0.0138560455047141,"NDVI_ED50",16
"Velocity_OM",-0.0137247113597089,"NDVI_ED50",16
"CF30a",-0.0103758385738084,"NDVI_ED50",16
"ROTC_ss",-0.0103213807827593,"NDVI_ED50",16
"Turbidity",-0.00625598891773032,"NDVI_ED50",16
"(Intercept)",36.229166927764,"NDVI_ED50",17
"DHW_freq_sup4_1year",-0.0694904965335647,"NDVI_ED50",17
"DHW_collection",-0.0512016409652089,"NDVI_ED50",17
"MMM",-0.0393171330816981,"NDVI_ED50",17
"Health.score",0.0383369182684705,"NDVI_ED50",17
"Depth",-0.0307396968880516,"NDVI_ED50",17
"DHW_freq_sup4",-0.0228583563051155,"NDVI_ED50",17
"TSA_DHW_stdev",-0.0188923556161767,"NDVI_ED50",17
"AR",-0.0152084802728628,"NDVI_ED50",17
"Velocity_OM",-0.010974336675634,"NDVI_ED50",17
"ROTC_ss",-0.00349621493507604,"NDVI_ED50",17
"Turbidity",-0.00339356397562181,"NDVI_ED50",17
"CF30a",0.000535886718320248,"NDVI_ED50",17
"(Intercept)",36.236436937272,"NDVI_ED50",18
"DHW_freq_sup4_1year",-0.047617473814384,"NDVI_ED50",18
"DHW_collection",-0.0378715096203374,"NDVI_ED50",18
"MMM",-0.0330108253996037,"NDVI_ED50",18
"Health.score",0.021057596923225,"NDVI_ED50",18
"Depth",-0.0202193543451046,"NDVI_ED50",18
"DHW_freq_sup4",-0.0194709841833908,"NDVI_ED50",18
"TSA_DHW_stdev",-0.0176306712276738,"NDVI_ED50",18
"AR",-0.0118256313737907,"NDVI_ED50",18
"Velocity_OM",-0.0109287189873613,"NDVI_ED50",18
"CF30a",-0.00760201846768745,"NDVI_ED50",18
"Turbidity",-0.00248140780096862,"NDVI_ED50",18
"ROTC_ss",-0.00104431145240092,"NDVI_ED50",18
"(Intercept)",36.2431342848055,"NDVI_ED50",19
"DHW_freq_sup4_1year",-0.0686226337873539,"NDVI_ED50",19
"DHW_collection",-0.044590584872559,"NDVI_ED50",19
"Health.score",0.0386884028005844,"NDVI_ED50",19
"MMM",-0.0353845984373369,"NDVI_ED50",19
"DHW_freq_sup4",-0.0290597209013488,"NDVI_ED50",19
"Depth",-0.0211683310628881,"NDVI_ED50",19
"TSA_DHW_stdev",-0.0197849650429179,"NDVI_ED50",19
"Velocity_OM",-0.0134565052906126,"NDVI_ED50",19
"CF30a",-0.0110464898636456,"NDVI_ED50",19
"AR",-0.0100854079926496,"NDVI_ED50",19
"ROTC_ss",-0.00550760563646998,"NDVI_ED50",19
"Turbidity",-0.00031423733535919,"NDVI_ED50",19
"(Intercept)",36.2074010175738,"NDVI_ED50",20
"DHW_freq_sup4_1year",-0.0710748022380785,"NDVI_ED50",20
"DHW_collection",-0.0458811076753689,"NDVI_ED50",20
"MMM",-0.0346695799082154,"NDVI_ED50",20
"DHW_freq_sup4",-0.0338436925809218,"NDVI_ED50",20
"Health.score",0.0314785116365002,"NDVI_ED50",20
"Depth",-0.0288415379538114,"NDVI_ED50",20
"ROTC_ss",-0.021098027344761,"NDVI_ED50",20
"TSA_DHW_stdev",-0.0204574346358236,"NDVI_ED50",20
"Velocity_OM",-0.0186036838720188,"NDVI_ED50",20
"AR",-0.0136408894201971,"NDVI_ED50",20
"CF30a",-0.0078492205236293,"NDVI_ED50",20
"Turbidity",0.00343466095805659,"NDVI_ED50",20
"(Intercept)",36.2145714449801,"NDVI_ED50",21
"DHW_freq_sup4_1year",-0.0520335185738565,"NDVI_ED50",21
"DHW_collection",-0.0388044811815412,"NDVI_ED50",21
"MMM",-0.0326962345053655,"NDVI_ED50",21
"Health.score",0.0317161042632292,"NDVI_ED50",21
"Depth",-0.0228619505600574,"NDVI_ED50",21
"DHW_freq_sup4",-0.0215416376988346,"NDVI_ED50",21
"TSA_DHW_stdev",-0.0194671271285254,"NDVI_ED50",21
"Velocity_OM",-0.0121962348372665,"NDVI_ED50",21
"CF30a",-0.00722262422240558,"NDVI_ED50",21
"AR",-0.00689515138021221,"NDVI_ED50",21
"ROTC_ss",0.000836321106565688,"NDVI_ED50",21
"Turbidity",-0.000643080125024586,"NDVI_ED50",21
"(Intercept)",36.2094724628883,"NDVI_ED50",22
"DHW_freq_sup4_1year",-0.0615134618736044,"NDVI_ED50",22
"DHW_collection",-0.0356188296782831,"NDVI_ED50",22
"MMM",-0.0335338556136729,"NDVI_ED50",22
"Health.score",0.0329746476728884,"NDVI_ED50",22
"Depth",-0.0197430591719531,"NDVI_ED50",22
"Velocity_OM",-0.0172637211452588,"NDVI_ED50",22
"DHW_freq_sup4",-0.0172308876919574,"NDVI_ED50",22
"CF30a",-0.0164003657434194,"NDVI_ED50",22
"TSA_DHW_stdev",-0.0134564403567785,"NDVI_ED50",22
"Turbidity",-0.00928105161354332,"NDVI_ED50",22
"AR",-0.00732006219610992,"NDVI_ED50",22
"ROTC_ss",-0.000801158533191297,"NDVI_ED50",22
"(Intercept)",36.2165085297587,"NDVI_ED50",23
"DHW_freq_sup4_1year",-0.0368767469727571,"NDVI_ED50",23
"DHW_collection",-0.0250434399736964,"NDVI_ED50",23
"MMM",-0.0225444056546573,"NDVI_ED50",23
"DHW_freq_sup4",-0.0195926179067859,"NDVI_ED50",23
"TSA_DHW_stdev",-0.0171384857151762,"NDVI_ED50",23
"Health.score",0.0157086510191208,"NDVI_ED50",23
"Depth",-0.0137625577937811,"NDVI_ED50",23
"Velocity_OM",-0.00952563928883534,"NDVI_ED50",23
"AR",-0.00939719589606274,"NDVI_ED50",23
"ROTC_ss",-0.00623584505118352,"NDVI_ED50",23
"CF30a",-0.00555931289152975,"NDVI_ED50",23
"Turbidity",-0.00444726080539303,"NDVI_ED50",23
"(Intercept)",36.2291633134613,"NDVI_ED50",24
"DHW_freq_sup4_1year",-0.080604383711526,"NDVI_ED50",24
"DHW_collection",-0.0565846334161087,"NDVI_ED50",24
"MMM",-0.0421954178609067,"NDVI_ED50",24
"Health.score",0.0379653257838479,"NDVI_ED50",24
"DHW_freq_sup4",-0.0270359662535031,"NDVI_ED50",24
"Depth",-0.0243937336301246,"NDVI_ED50",24
"TSA_DHW_stdev",-0.0186278840658682,"NDVI_ED50",24
"Velocity_OM",-0.0166356844319245,"NDVI_ED50",24
"CF30a",-0.0115290684871397,"NDVI_ED50",24
"AR",-0.0105554932762707,"NDVI_ED50",24
"Turbidity",0.00383168557754925,"NDVI_ED50",24
"ROTC_ss",-0.000514176256170933,"NDVI_ED50",24
"(Intercept)",36.25708383244,"NDVI_ED50",25
"DHW_freq_sup4_1year",-0.0644995234447913,"NDVI_ED50",25
"DHW_collection",-0.0446079006357141,"NDVI_ED50",25
"MMM",-0.0384769151548874,"NDVI_ED50",25
"Depth",-0.0306624196318905,"NDVI_ED50",25
"DHW_freq_sup4",-0.0270342421035515,"NDVI_ED50",25
"Health.score",0.0260436112156099,"NDVI_ED50",25
"TSA_DHW_stdev",-0.0243294345275162,"NDVI_ED50",25
"Velocity_OM",-0.0149171154239527,"NDVI_ED50",25
"CF30a",-0.0142628741136706,"NDVI_ED50",25
"AR",-0.0130601620575024,"NDVI_ED50",25
"ROTC_ss",-0.0107251199242904,"NDVI_ED50",25
"Turbidity",-0.0032176947075711,"NDVI_ED50",25
"(Intercept)",36.193283975485,"NDVI_ED50",26
"DHW_freq_sup4_1year",-0.0945984884585591,"NDVI_ED50",26
"DHW_collection",-0.0697612011074502,"NDVI_ED50",26
"MMM",-0.0473139024251698,"NDVI_ED50",26
"Depth",-0.032689050388566,"NDVI_ED50",26
"DHW_freq_sup4",-0.0299618391342871,"NDVI_ED50",26
"Health.score",0.026458574644837,"NDVI_ED50",26
"AR",-0.0157820963171804,"NDVI_ED50",26
"TSA_DHW_stdev",-0.0123399350437338,"NDVI_ED50",26
"CF30a",-0.0078022866267279,"NDVI_ED50",26
"Velocity_OM",-0.00433712652473718,"NDVI_ED50",26
"Turbidity",0.00363058855520059,"NDVI_ED50",26
